metric,value,step,walltime
/main_fitness,0.0,0.0,1643195010.617642
/main_fitness,0.0,1.0,1643195023.277025
/main_fitness,0.0,2.0,1643195037.376733
/main_fitness,0.0,3.0,1643195054.437824
/main_fitness,0.0,4.0,1643195069.73812
/main_fitness,0.0,5.0,1643195086.255194
/main_fitness,0.0,6.0,1643195102.222393
/main_fitness,0.0,7.0,1643195118.220863
/main_fitness,0.0,8.0,1643195134.391421
/main_fitness,0.0,9.0,1643195153.552334
/main_fitness,0.0,10.0,1643195169.405756
/main_fitness,0.0,11.0,1643195184.982544
/main_fitness,0.0,12.0,1643195201.724569
/main_fitness,0.0,13.0,1643195218.015092
/main_fitness,0.0,14.0,1643195234.647899
/main_fitness,0.0,15.0,1643195251.136874
/main_fitness,0.0,16.0,1643195267.423364
/main_fitness,0.0,17.0,1643195287.585386
/main_fitness,0.0,18.0,1643195309.240093
/main_fitness,0.0,19.0,1643195324.008725
/main_fitness,0.0,20.0,1643195338.629705
/main_fitness,0.0,21.0,1643195354.758203
/main_fitness,0.0,22.0,1643195371.542641
/main_fitness,0.0,23.0,1643195388.586774
/main_fitness,0.0,24.0,1643195408.341576
/main_fitness,0.0,25.0,1643195425.863977
/main_fitness,0.0,26.0,1643195443.909246
/main_fitness,0.0,27.0,1643195457.477134
/main_fitness,0.0,28.0,1643195476.246217
/main_fitness,0.0,29.0,1643195494.757122
/main_fitness,0.0,30.0,1643195511.532738
/main_fitness,0.0,31.0,1643195527.153906
/main_fitness,0.0,32.0,1643195542.729717
/main_fitness,0.0,33.0,1643195559.427113
/main_fitness,0.0,34.0,1643195575.94797
/main_fitness,0.0,35.0,1643195592.966832
/main_fitness,0.0,36.0,1643195610.551314
/main_fitness,0.0,37.0,1643195627.398853
/main_fitness,0.0,38.0,1643195644.362104
/main_fitness,0.0,39.0,1643195663.461331
/main_fitness,0.0,40.0,1643195682.609746
/main_fitness,0.0,41.0,1643195697.870754
/main_fitness,0.0,42.0,1643195714.360536
/main_fitness,0.0,43.0,1643195730.430546
/main_fitness,0.0,44.0,1643195746.533399
/main_fitness,0.0,45.0,1643195762.508895
/main_fitness,0.0,46.0,1643195778.867973
/main_fitness,0.0,47.0,1643195795.972079
/main_fitness,0.0,48.0,1643195816.196343
/main_fitness,0.0,49.0,1643195833.314107
/main_fitness,0.0,50.0,1643195851.079425
/main_fitness,0.0,51.0,1643195865.411969
/main_fitness,0.0,52.0,1643195880.812448
/main_fitness,0.0,53.0,1643195895.934354
/main_fitness,0.0,54.0,1643195912.384201
/main_fitness,0.0,55.0,1643195928.571503
/main_fitness,0.0,56.0,1643195944.727469
/main_fitness,0.0,57.0,1643195962.303879
/main_fitness,0.0,58.0,1643195977.823957
/main_fitness,0.0,59.0,1643195995.63055
/main_fitness,0.0,60.0,1643196010.451596
/main_fitness,0.0,61.0,1643196023.800112
/main_fitness,0.0,62.0,1643196038.13234
/main_fitness,0.0,63.0,1643196052.92043
/main_fitness,0.0,64.0,1643196068.352381
/main_fitness,0.0,65.0,1643196083.558519
/main_fitness,0.0,66.0,1643196100.708265
/main_fitness,0.0,67.0,1643196115.907703
